ï»¿State,County,Date Detected,HPAI Strain,Type of Wild Bird,Sampling Source
South Dakota,Aurora,3/31/2022,EA H5,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5,Snow goose,Hunter harvest NWDP
North Dakota,Foster,3/31/2022,EA H5,Ross's goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Ross's goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Ross's goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Ross's goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Ross's goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Ross's goose,Wild bird mortality NWDP
North Dakota,Stutsman,3/31/2022,EA H5,Ross's goose,Wild bird mortality NWDP
North Dakota,Stutsman,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,3/31/2022,EA H5,Snow goose,Wild bird mortality NWDP
Vermont,Chittenden,3/31/2022,EA H5,Bald eagle,Wild bird mortality NWDP
Vermont,Grand Isle,3/31/2022,EA H5,Bald eagle,Wild bird mortality NWDP
Maine,Lincoln,4/6/2022,EA H5N1,Bald eagle,Wild bird mortality MDIFW/USGS (24)
Maine,York,4/6/2022,EA H5N1,Bald eagle,Wild bird mortality MDIFW/USGS (24)
Michigan,Macomb,3/24/2022,EA H5N1,Snowy owl,Wild bird mortality Michigan DNR
Michigan,Macomb,3/24/2022,EA H5N1,Snowy owl,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Canada goose,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Canada goose,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Canada goose,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Canada goose,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Canada goose,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Canada goose,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Tundra swan,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Tundra swan,Wild bird mortality Michigan DNR
South Dakota,Beadle,3/22/2022,EA H5N1,Canada goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA H5N1,Canada goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA H5N1,Snow goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA H5N1,Snow goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA H5N1,Snow goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA H5N1,Snow goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA H5N1,Ross's goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA H5N1,Ross's goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA H5N1,Ross's goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA H5N1,Ross's goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
Ohio,Ottawa,3/21/2022,EA/AM H5N1,Canada goose,Wild bird mortality OH DNR/USGS (17)
Ohio,Guernsey,3/24/2022,EA/AM H5N1,Bald eagle,Wild bird mortality OH DNR/USGS (17)
Ohio,Ottawa,4/1/2022,EA/AM H5N1,Bald eagle,Wild bird mortality OH DNR/USGS (17)
North Dakota,Renville,3/31/2022,EA H5,Snow goose,Wild bird mortality NDGF/USFWS/USGS (19)
North Dakota,Renville,3/31/2022,EA H5,Snow goose,Wild bird mortality NDGF/USFWS/USGS (19)
Wisconsin,Grant,3/31/2022,EA H5,Red-tailed hawk,Wild bird mortality WI DNR/USGS (20)
North Dakota,LaMoure,3/31/2022,EA H5,Snow goose,Wild bird mortality NDGF/USGS (21)
Minnesota,Kandiyohi,3/31/2022,EA H5,Great horned owl,Wild bird mortality MN DNR/USGS (22)
Wisconsin,Milwaukee,3/31/2022,EA H5,Canada goose,Wild bird mortality WI DNR/USGS (20)
Wisconsin,Columbia,3/31/2022,EA H5,Lesser scaup,Wild bird mortality WI DNR/USGS (20)
Wisconsin,Polk,3/31/2022,EA H5,Trumpeter swan,Wild bird mortality WI DNR/USGS (20)
South Dakota,Charles Mix,3/31/2022,EA H5,Bald eagle,Wild bird mortality USGS/FWS (2)
Wisconsin,Dane,3/31/2022,EA H5,Bald eagle,Wild bird mortality WI DNR/USGS (20)
Wisconsin,Dane,3/31/2022,EA H5,Cooper's hawk,Wild bird mortality WI DNR/USGS (20)
North Dakota,Stutsman,3/31/2022,EA/AM H5N1,Snow goose,Wild bird mortality NDGF/USGS (21)
North Dakota,Stutsman,3/31/2022,EA/AM H5N1,Snow goose,Wild bird mortality NDGF/USGS (21)
North Dakota,Stutsman,3/31/2022,EA/AM H5N1,Snow goose,Wild bird mortality NDGF/USGS (21)
New York,Wayne,3/30/2022,EA H5N1,Canada goose,Wild bird mortality NYSDEC (6)
New York,Wayne,3/30/2022,EA H5,Canada goose,Wild bird mortality NYSDEC (6)
New York,Seneca,3/30/2022,EA/AM H5N1,Canada goose,Wild bird mortality NYSDEC (6)
New York,Seneca,3/30/2022,EA/AM H5N1,Great blue heron,Wild bird mortality NYSDEC (6)
New York,Seneca,3/28/2022,EA H5N1,Snowy owl,Wild bird mortality NYSDEC (6)
Florida,Brevard,3/28/2022,EA/AM H5N1,Black vulture,Wild bird mortality Brevard Zoo
Florida,Orange,3/28/2022,EA H5EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Orange,3/28/2022,EA H5,Black vulture,Wild bird mortality FFWCC
Florida,Orange,3/28/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Volusia,3/29/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Volusia,3/29/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Volusia,3/29/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Volusia,3/29/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Volusia,3/29/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Volusia,3/29/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Dixie,3/27/2022,EA/AM H5N1,Lesser scaup,Wild bird mortality FFWCC
Florida,Dixie,3/27/2022,EA/AM H5N1,Lesser scaup,Wild bird mortality FFWCC
Florida,Brevard,3/29/2022,EA/AM H5N1,Black vulture,Wild bird mortality Brevard Zoo
Florida,Brevard,3/29/2022,EA/AM H5N1,Black vulture,Wild bird mortality Brevard Zoo
Florida,Dixie,3/29/2022,EA/AM H5N1,Lesser scaup,Wild bird mortality FFWCC
Florida,Orange,3/28/2022,EA H5N1,Black vulture,Wild bird mortality FFWCC
New York,Wayne,4/5/2022,EA H5N1,Tundra swan,Wild bird mortality NYSDEC (6)
New York,Cayuga,4/5/2022,EA H5N1,Cooper's hawk,Wild bird mortality NYSDEC (6)
Minnesota,Hennepin,4/5/2022,EA H5,Mallard,Agency harvest NWDP
Colorado,El Paso,4/5/2022,EA H5,Mallard,Live bird NWDP
Minnesota,Anoka,4/5/2022,EA H5,Mallard,Agency harvest NWDP
Minnesota,Anoka,4/5/2022,EA H5,Mallard,Agency harvest NWDP
Colorado,El Paso,4/5/2022,EA H5,American green-winged teal,Live bird NWDP
Colorado,El Paso,4/6/2022,EA H5,Mallard,Live bird NWDP
Colorado,El Paso,4/6/2022,EA H5,Mallard,Live bird NWDP
Colorado,El Paso,4/6/2022,EA H5,Mallard,Live bird NWDP
Colorado,Denver,4/6/2022,EA H5,Mallard,Agency harvest NWDP
Colorado,Denver,4/6/2022,EA H5,Mallard,Agency harvest NWDP
Colorado,Denver,4/6/2022,EA H5,Mallard,Agency harvest NWDP
Nebraska,Otoe,3/22/2022,EA H5N1,Bald eagle,Wild bird mortality NDA (9)
Nebraska,Brown,3/22/2022,EA H5N1,Swan (unidentified),Wild bird mortality NDA (9)
Nebraska,Scotts Bluff,4/1/2022,EA H5,Canada goose,Wild bird mortality NDA (9)
Nebraska,Scotts Bluff,4/1/2022,EA H5,Snow goose,Wild bird mortality NDA (9)
Colorado,Morgan,4/1/2022,EA H5,Snow goose,Wild bird mortality CO Parks & Wildlife
North Dakota,Cass,4/6/2022,EA H5N1,Snowy owl,Wild bird mortality NDGF/USGS (21)
North Dakota,Renville,4/6/2022,EA H5N1,Bald eagle,Wild bird mortality NDGF/USGS (21)
North Dakota,Mercer,4/6/2022,EA H5N1,Great horned owl,Wild bird mortality NDGF/USGS (21)
North Dakota,Mercer,4/6/2022,EA H5N1,Bald eagle,Wild bird mortality NDGF/USGS (21)
Minnesota,Blue Earth,4/6/2022,EA H5N1,Canada goose,Wild bird mortality MN DNR/USGS (22)
South Dakota,Minnehaha,4/1/2022,EA H5,Bald eagle,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Aurora,3/29/2022,EA/AM H5N1,Bald eagle,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Stanley,3/29/2022,EA H5N1,Red-tailed hawk,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Codington,3/28/2022,EA H5N1,Great horned owl,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Aurora,3/28/2022,EA/AM H5N1,Snow goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Day,3/28/2022,EA H5N1,Snow goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Kingsbury,3/28/2022,EA H5N1,Snow goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
Oklahoma,Payne,3/28/2022,EA H5,Mallard,"Wild bird mortality OK Dept of Agriculture, Food and Forestry"
New York,Suffolk,3/25/2022,EA H5N1,Pheasant (unidentified),Wild bird mortality NYSDAM (25)
New York,Suffolk,3/25/2022,EA H5N1,Pheasant (unidentified),Wild bird mortality NYSDAM (25)
New York,Suffolk,3/25/2022,EA H5N1,Pheasant (unidentified),Wild bird mortality NYSDAM (25)
Vermont,Franklin,4/7/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Florida,Sanford,3/28/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/SCWDS (11)
Florida,Seminole,3/28/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/SCWDS (11)
Florida,Duval,3/28/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/SCWDS (11)
South Carolina,Lexington,3/28/2022,EA/AM H5N1,Bald eagle,Wild bird mortality SC DNR/SCWDS (26)
Kansas,Riley,3/28/2022,EA H5N1,Bald eagle,Wild bird mortality KDWP/SCWDS (14)
Kansas,Clay,3/28/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality KDWP/SCWDS (14)
Kansas,Jewell,3/28/2022,EA H5N1,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Jewell,3/28/2022,EA/AM H5N1,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Jewell,3/28/2022,EA H5,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Jewell,3/28/2022,EA/AM H5N1,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Jewell,3/28/2022,EA/AM H5N1,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Jewell,3/28/2022,EA/AM H5N1,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Jefferson,3/28/2022,EA H5N1,American white pelican,Wild bird mortality KDWP/SCWDS (14)
Georgia,Glynn,3/28/2022,EA/AM H5N1,Bald eagle,Wild bird mortality GDNR/SCWDS (12)
Georgia,Chatham,3/28/2022,EA/AM H5N1,Bald eagle,Wild bird mortality GDNR/SCWDS (12)
Georgia,Liberty,3/28/2022,EA/AM H5N1,Bald eagle,Wild bird mortality GDNR/SCWDS (12)
Maine,York,3/24/2022,EA H5N1,Canada goose,Wild bird mortality MDIFW/USGS (24)
Montana,Gallatin,4/15/2022,EA H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Lewis and Clark,4/15/2022,EA H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Minnesota,Houston,4/15/2022,EA H5N1,Great horned owl,Wild bird mortality MN DNR/USGS (22)
South Dakota,Faulk,4/8/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Faulk,4/8/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Grand Forks,4/12/2022,EA H5N1,American crow,Wild bird mortality NWDP
Missouri,Buchanan,4/12/2022,EA H5N1,American white pelican,Agency harvest NWDP
Tennessee,Davidson,4/12/2022,,Canada goose,Wild bird mortality NWDP
North Dakota,Wells,4/6/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Wells,4/6/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Wells,4/6/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Wells,4/6/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Wells,4/6/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Emmons,4/12/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
New Hampshire,Belknap,4/14/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
New Hampshire,Belknap,4/14/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Minnesota,Anoka,4/14/2022,EA H5N1,Mallard,Agency harvest NWDP
North Dakota,Stutsman,4/15/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/15/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/15/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/15/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Stutsman,4/15/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Sargent,4/15/2022,EA H5N1,Merganser NOS,Wild bird mortality NWDP
Minnesota,Anoka,4/14/2022,EA H5,Mallard,Agency harvest NWDP
North Dakota,Renville,4/14/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Renville,4/14/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Renville,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Renville,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Renville,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Bottineau,4/14/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Bottineau,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Bottineau,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Bottineau,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Bottineau,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Mchenry,4/14/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Sargent,4/14/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Minnesota,Hennepin,4/14/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
North Dakota,Sargent,4/14/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Mclean,4/15/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Ohio,Clinton,4/15/2022,EA H5N1,Bald eagle,Wild bird mortality OH DNR/USGS (17)
Ohio,Montgomery,4/15/2022,EA H5N1,Bald eagle,Wild bird mortality OH DNR/USGS (17)
Wisconsin,Juneau,4/14/2022,EA H5N1,Hooded merganser,Wild bird mortality WI DNR/USGS (20)
Wisconsin,Juneau,4/14/2022,EA H5N1,Hooded merganser,Wild bird mortality WI DNR/USGS (20)
Illinois,Will,4/14/2022,EA H5N1,Bald eagle,Wild bird mortality IL DNR/USGS
Wisconsin,Pepin,4/14/2022,EA H5N1,Bald eagle,Wild bird mortality WI DNR/USGS (20)
Wisconsin,Brown,4/14/2022,EA H5N1,Mute swan,Wild bird mortality WI DNR/USGS (20)
Wisconsin,Vernon,4/8/2022,EA H5N1,Snowy owl,Wild bird mortality WI DNR/USGS (20)
South Dakota,Lincoln,4/15/2022,EA H5,Bald eagle,"Wild bird mortality SD Game, Fish, and Parks"
South Dakota,Lake,4/12/2022,EA H5N1,Lesser scaup,"Wild bird mortality SD Game, Fish, and Parks"
Ohio,Cuyahoga,3/28/2022,EA/AM H5N1,Canada goose,Wild bird mortality OH DNR/USGS (17)
Ohio,Cuyahoga,3/28/2022,EA/AM H5N1,Canada goose,Wild bird mortality OH DNR/USGS (17)
North Dakota,Ward,4/6/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5,Snow goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Ward,4/6/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
